state,district,crop,soil_type,water_source,sowing_month,avg_temp,rainfall,yield_per_acre,market_price
Maharashtra,Pune,Rice,Laterite,Borewell,11,24,212,2.31,2563
Tamil Nadu,Salem,Potato,Alluvial,Rain-fed,2,20,293,17.43,1761
Maharashtra,Thane,Onion,Red,River,10,16,31,7.48,2602
Karnataka,Mysore,Chilli,Alluvial,Canal,12,21,54,1.85,16705
Maharashtra,Nagpur,Maize,Black,River,5,12,169,2.13,1511
Karnataka,Haveri,Potato,Clay,River,6,23,263,14.06,1822
Maharashtra,Nashik,Onion,Black,Canal,8,27,98,8.26,2304
Maharashtra,Nagpur,Chilli,Clay,Borewell,12,17,294,1.46,16337
Maharashtra,Nagpur,Onion,Laterite,Canal,7,16,62,7.69,1656
Karnataka,Bangalore Urban,Chilli,Laterite,Tank,7,19,156,1.35,15142
Tamil Nadu,Coimbatore,Potato,Sandy,Borewell,1,34,105,9.05,1887
Maharashtra,Pune,Onion,Sandy,Canal,3,20,79,7.07,1820
Maharashtra,Thane,Onion,Red,Canal,1,18,140,8.14,1816
Maharashtra,Nashik,Tomato,Laterite,River,6,17,282,9.79,2100
Maharashtra,Pune,Potato,Laterite,Borewell,4,19,111,19.9,1945
Tamil Nadu,Coimbatore,Rice,Clay,Tank,5,18,71,2.06,1580
Maharashtra,Pune,Rice,Red,Borewell,11,19,227,2.1,2477
Tamil Nadu,Chennai,Maize,Clay,Canal,5,33,259,2.59,1493
Maharashtra,Nashik,Potato,Sandy Loam,Tank,9,18,209,17.79,1573
Maharashtra,Nagpur,Onion,Clay,River,7,32,85,5.65,2045
Tamil Nadu,Salem,Tomato,Sandy,Canal,1,31,268,9.53,2456
Maharashtra,Nagpur,Coconut,Black,River,1,34,65,55.19,32
Karnataka,Dharwad,Wheat,Alluvial,Rain-fed,5,26,214,1.26,2592
Maharashtra,Nashik,Onion,Laterite,Canal,2,33,282,6.43,1814
Karnataka,Mandya,Rice,Laterite,Canal,5,34,52,2.04,2448
Maharashtra,Pune,Onion,Loamy,Canal,3,16,27,9.21,2067
Tamil Nadu,Chennai,Chilli,Laterite,River,5,30,84,1.68,11997
Maharashtra,Nashik,Coconut,Alluvial,River,3,16,181,45.82,32
Maharashtra,Pune,Tomato,Sandy,Borewell,11,33,72,8.94,2792
Maharashtra,Thane,Chilli,Loamy,Canal,10,20,36,1.87,16291
Karnataka,Haveri,Rice,Red,Borewell,12,21,273,2.47,2736
Maharashtra,Nashik,Maize,Laterite,Borewell,11,14,290,2.47,2132
Maharashtra,Pune,Potato,Loamy,Borewell,1,37,180,9.32,1964
Tamil Nadu,Chennai,Rice,Sandy,Canal,6,17,267,1.67,1797
Tamil Nadu,Chennai,Onion,Laterite,Canal,6,30,297,6.38,1895
Maharashtra,Nagpur,Chilli,Laterite,River,5,18,181,1.24,13148
Karnataka,Belagavi,Wheat,Red,Tank,11,24,111,1.06,2918
Karnataka,Haveri,Tomato,Sandy,Borewell,3,17,235,9.69,3190
Tamil Nadu,Chennai,Maize,Sandy Loam,Canal,5,38,85,2.1,1651
Karnataka,Bangalore Urban,Onion,Laterite,Borewell,2,34,52,5.6,2664
Tamil Nadu,Salem,Potato,Sandy,Canal,1,38,134,7.21,1502
Tamil Nadu,Madurai,Rice,Sandy,River,1,28,224,1.89,1930
Karnataka,Belagavi,Chilli,Red,Canal,8,36,193,1.31,17744
Maharashtra,Nashik,Rice,Laterite,Borewell,10,38,273,1.51,2406
Maharashtra,Nashik,Rice,Black,Tank,12,28,158,2.59,2554
Karnataka,Haveri,Rice,Sandy Loam,Tank,4,37,255,1.49,2190
Maharashtra,Thane,Rice,Clay,Borewell,10,29,71,2.12,2209
Tamil Nadu,Salem,Coconut,Laterite,River,5,33,87,48.88,22
Tamil Nadu,Salem,Coconut,Black,Tank,10,38,156,48.6,30
Tamil Nadu,Madurai,Rice,Red,River,10,25,251,2.29,2380
Tamil Nadu,Chennai,Tomato,Laterite,Borewell,9,24,79,12.27,2698
Tamil Nadu,Salem,Tomato,Clay,Borewell,7,35,99,8.71,2102
Tamil Nadu,Salem,Maize,Loamy,Canal,12,13,29,2.53,2121
Maharashtra,Thane,Wheat,Clay,River,9,26,257,1.13,2360
Tamil Nadu,Salem,Maize,Loamy,Borewell,9,29,246,3.47,1596
Karnataka,Mandya,Potato,Black,River,4,15,245,16.92,2114
Tamil Nadu,Madurai,Maize,Clay,Tank,10,29,39,2.63,1973
Tamil Nadu,Madurai,Potato,Sandy Loam,River,3,38,292,6.7,1878
Maharashtra,Thane,Rice,Sandy Loam,Canal,5,12,73,1.65,1879
Karnataka,Mysore,Wheat,Sandy,Tank,11,17,217,1.19,2714
Tamil Nadu,Salem,Potato,Sandy Loam,River,11,21,64,16.27,1905
Maharashtra,Nagpur,Potato,Sandy,Rain-fed,7,29,237,10.15,1408
Tamil Nadu,Chennai,Potato,Laterite,Borewell,11,34,299,11.04,1926
Maharashtra,Thane,Rice,Sandy Loam,Tank,1,35,112,1.67,2190
Karnataka,Belagavi,Rice,Clay,Canal,7,18,95,2.18,2403
Karnataka,Belagavi,Potato,Clay,Rain-fed,4,15,46,13.76,2364
Karnataka,Belagavi,Tomato,Sandy,River,6,14,171,7.66,2470
Karnataka,Belagavi,Tomato,Sandy,Canal,4,23,50,11.86,3180
Maharashtra,Thane,Rice,Sandy,Rain-fed,12,34,92,1.49,2405
Tamil Nadu,Madurai,Maize,Loamy,Rain-fed,2,15,122,2.33,1609
Tamil Nadu,Madurai,Potato,Sandy,Canal,10,32,65,10.21,1823
Karnataka,Dharwad,Rice,Red,Borewell,12,21,281,2.27,2329
Tamil Nadu,Madurai,Potato,Sandy Loam,River,9,18,162,17.57,1841
Maharashtra,Nagpur,Rice,Alluvial,Rain-fed,3,34,190,1.81,1945
Tamil Nadu,Coimbatore,Maize,Clay,River,11,37,79,1.81,2130
Maharashtra,Pune,Potato,Sandy,Borewell,12,17,29,16.25,1710
Karnataka,Dharwad,Maize,Laterite,Tank,1,15,148,2.14,1925
Tamil Nadu,Chennai,Chilli,Sandy Loam,Canal,1,38,209,1.2,15214
Tamil Nadu,Salem,Coconut,Clay,Rain-fed,1,24,39,39.62,32
Tamil Nadu,Coimbatore,Tomato,Sandy Loam,Rain-fed,12,24,268,12.05,2839
Maharashtra,Pune,Onion,Sandy,Rain-fed,11,22,53,5.5,2319
Maharashtra,Thane,Potato,Black,River,2,14,204,15.98,1478
Maharashtra,Thane,Wheat,Alluvial,Canal,12,36,85,0.83,2128
Karnataka,Haveri,Rice,Black,Tank,4,17,104,1.98,2675
Maharashtra,Nashik,Rice,Loamy,Tank,12,25,127,2.43,2241
Karnataka,Mysore,Tomato,Alluvial,Tank,6,29,250,11.7,2608
Karnataka,Belagavi,Potato,Clay,Tank,3,36,184,8.21,1940
Tamil Nadu,Chennai,Potato,Loamy,Canal,12,38,187,8.09,1929
Karnataka,Haveri,Rice,Sandy,Borewell,6,15,32,1.48,1948
Karnataka,Dharwad,Chilli,Laterite,Tank,10,26,95,1.85,16523
Maharashtra,Thane,Chilli,Black,Borewell,3,15,188,1.56,11509
Maharashtra,Thane,Chilli,Laterite,Tank,1,36,166,1.32,14749
Karnataka,Bangalore Urban,Rice,Red,Rain-fed,1,19,245,2.03,2400
Maharashtra,Pune,Onion,Black,Rain-fed,8,14,144,7.94,1999
Karnataka,Haveri,Chilli,Red,River,6,25,181,1.74,15101
Karnataka,Belagavi,Coconut,Loamy,Rain-fed,11,24,159,52.8,40
Tamil Nadu,Chennai,Chilli,Alluvial,Rain-fed,11,30,61,1.25,16309
Tamil Nadu,Madurai,Wheat,Sandy Loam,Rain-fed,3,33,100,0.77,2065
Tamil Nadu,Chennai,Coconut,Loamy,River,2,20,154,48.54,26
Karnataka,Mysore,Chilli,Loamy,River,12,23,103,1.97,15671
Maharashtra,Thane,Coconut,Loamy,River,9,30,226,63.5,28
Tamil Nadu,Madurai,Wheat,Sandy Loam,Tank,2,20,240,1.26,1781
Tamil Nadu,Coimbatore,Maize,Alluvial,Tank,11,25,38,3.43,1905
Maharashtra,Nagpur,Wheat,Alluvial,Tank,8,14,233,1.72,1917
Tamil Nadu,Coimbatore,Onion,Clay,Canal,5,27,244,7.51,1856
Tamil Nadu,Chennai,Wheat,Sandy,Canal,6,26,139,1.09,1654
Maharashtra,Pune,Coconut,Alluvial,Canal,11,27,94,70.06,31
Tamil Nadu,Salem,Wheat,Laterite,Tank,10,13,128,1.43,2113
Karnataka,Mandya,Potato,Black,Canal,9,13,210,17.09,2124
Tamil Nadu,Coimbatore,Onion,Alluvial,Rain-fed,9,25,260,7.71,2192
Karnataka,Dharwad,Potato,Red,River,12,28,222,13.15,2148
Tamil Nadu,Salem,Chilli,Laterite,Canal,4,20,62,1.78,14979
Tamil Nadu,Madurai,Tomato,Alluvial,Tank,10,28,260,11.86,2538
Maharashtra,Thane,Rice,Sandy,Rain-fed,7,18,191,1.63,1689
Maharashtra,Nagpur,Maize,Clay,Canal,1,28,274,3.05,2100
Tamil Nadu,Coimbatore,Potato,Red,Rain-fed,11,23,179,15.86,1765
Maharashtra,Nashik,Chilli,Loamy,Canal,3,15,300,1.49,12031
Tamil Nadu,Madurai,Chilli,Red,Borewell,8,24,123,1.96,11473
Tamil Nadu,Salem,Wheat,Clay,Tank,9,27,142,1.0,1908
Karnataka,Dharwad,Onion,Alluvial,River,5,32,166,5.84,2574
Karnataka,Mysore,Tomato,Sandy,Rain-fed,5,38,183,5.54,2504
Maharashtra,Nagpur,Rice,Red,Canal,2,33,286,2.1,2169
Tamil Nadu,Madurai,Onion,Clay,Canal,6,23,254,9.62,1674
Karnataka,Dharwad,Potato,Sandy Loam,Tank,1,22,121,15.27,2224
Maharashtra,Thane,Rice,Laterite,Borewell,4,21,87,2.24,2193
Maharashtra,Nagpur,Potato,Red,Canal,6,31,86,11.05,1357
Tamil Nadu,Chennai,Maize,Sandy Loam,Tank,4,23,283,3.38,1837
Karnataka,Dharwad,Rice,Laterite,River,7,26,197,2.45,2023
Karnataka,Haveri,Wheat,Loamy,Tank,4,24,121,1.4,2534
Karnataka,Dharwad,Wheat,Alluvial,Rain-fed,11,28,189,1.17,2427
Maharashtra,Thane,Onion,Clay,Canal,4,32,56,5.83,2365
Maharashtra,Nagpur,Onion,Alluvial,River,3,19,33,8.92,2256
Maharashtra,Nagpur,Onion,Clay,River,3,18,98,7.32,2063
Maharashtra,Nagpur,Tomato,Clay,Rain-fed,4,25,72,10.05,2423
Karnataka,Mysore,Potato,Loamy,Rain-fed,7,32,79,9.59,1976
Karnataka,Mandya,Chilli,Laterite,Rain-fed,10,16,209,1.15,15662
Maharashtra,Thane,Tomato,Red,Rain-fed,1,21,234,10.85,2101
Maharashtra,Thane,Onion,Red,Borewell,12,16,21,8.38,2102
Karnataka,Mysore,Rice,Black,Tank,6,24,220,2.72,2528
Maharashtra,Nagpur,Rice,Sandy Loam,Borewell,5,20,69,2.07,1977
Tamil Nadu,Salem,Coconut,Laterite,River,11,20,190,49.87,30
Karnataka,Dharwad,Rice,Red,Rain-fed,6,23,181,2.04,2334
Tamil Nadu,Salem,Wheat,Black,River,2,21,264,1.34,2090
Tamil Nadu,Madurai,Potato,Sandy Loam,Tank,4,18,143,17.88,1509
Karnataka,Belagavi,Potato,Clay,River,10,14,182,15.68,2055
Maharashtra,Pune,Wheat,Sandy,River,1,24,131,0.91,1875
Tamil Nadu,Chennai,Rice,Black,Canal,1,13,213,1.86,1767
Karnataka,Dharwad,Potato,Sandy,Canal,9,25,71,12.07,2030
Karnataka,Mysore,Rice,Sandy,Borewell,6,23,138,2.11,2199
Tamil Nadu,Madurai,Wheat,Clay,Tank,2,15,289,1.74,2370
Maharashtra,Nashik,Maize,Loamy,Tank,11,15,152,2.71,1783
Karnataka,Haveri,Chilli,Red,Tank,5,19,132,1.41,15084
Maharashtra,Nagpur,Rice,Sandy,Canal,8,38,54,1.34,2120
Tamil Nadu,Coimbatore,Chilli,Laterite,Canal,10,24,155,1.79,16207
Maharashtra,Pune,Maize,Sandy Loam,Borewell,4,16,108,2.93,1871
Tamil Nadu,Salem,Potato,Red,Borewell,11,29,46,14.18,2106
Tamil Nadu,Madurai,Coconut,Alluvial,River,6,37,103,44.06,28
Maharashtra,Thane,Rice,Sandy Loam,Borewell,3,20,81,2.4,1918
Karnataka,Mysore,Onion,Loamy,Tank,7,23,115,8.17,2355
Karnataka,Haveri,Wheat,Laterite,Borewell,4,30,251,0.95,2314
Karnataka,Belagavi,Chilli,Loamy,Borewell,8,28,217,1.85,16577
Maharashtra,Pune,Tomato,Laterite,Tank,2,26,47,11.9,2329
Maharashtra,Nagpur,Coconut,Sandy,Canal,12,20,292,46.0,32
Maharashtra,Nagpur,Wheat,Loamy,River,5,15,75,1.64,1737
Karnataka,Belagavi,Potato,Clay,Rain-fed,6,17,250,16.34,2016
Karnataka,Mandya,Wheat,Laterite,Tank,12,35,153,0.68,3109
Karnataka,Haveri,Coconut,Sandy Loam,Borewell,11,35,254,52.24,33
Karnataka,Mysore,Potato,Loamy,Tank,9,20,40,19.58,2267
Tamil Nadu,Coimbatore,Potato,Clay,Rain-fed,2,27,265,12.79,1513
Karnataka,Mandya,Onion,Alluvial,Rain-fed,2,17,249,8.47,2887
Maharashtra,Nagpur,Potato,Alluvial,Borewell,8,30,254,14.09,1602
Maharashtra,Thane,Onion,Clay,Borewell,6,27,154,7.31,1932
Karnataka,Mandya,Wheat,Laterite,River,7,38,150,0.58,2025
Tamil Nadu,Salem,Rice,Black,Rain-fed,10,35,288,1.9,2500
Maharashtra,Pune,Onion,Clay,Rain-fed,3,15,69,5.19,2019
Tamil Nadu,Chennai,Rice,Sandy,Tank,6,35,187,1.33,1946
Tamil Nadu,Madurai,Potato,Laterite,Tank,9,38,263,7.09,1871
Karnataka,Dharwad,Chilli,Red,Borewell,9,35,251,1.4,16913
Karnataka,Mysore,Rice,Laterite,Canal,9,12,92,1.53,2711
Maharashtra,Nashik,Coconut,Sandy Loam,Canal,12,36,93,47.83,35
Tamil Nadu,Coimbatore,Tomato,Laterite,River,9,36,189,7.41,2654
Tamil Nadu,Madurai,Wheat,Sandy,Borewell,5,35,97,0.64,2181
Maharashtra,Nashik,Tomato,Black,Tank,4,34,55,8.95,2694
Karnataka,Mandya,Coconut,Red,Borewell,4,21,92,56.23,37
Karnataka,Mysore,Rice,Red,Rain-fed,12,30,274,1.87,2746
Tamil Nadu,Madurai,Tomato,Red,Tank,3,17,281,9.43,2251
Karnataka,Belagavi,Potato,Sandy Loam,Borewell,10,38,152,8.52,2179
Karnataka,Haveri,Chilli,Clay,Rain-fed,3,38,71,0.93,14548
Karnataka,Bangalore Urban,Chilli,Sandy,Canal,3,32,170,1.43,16052
Maharashtra,Pune,Maize,Alluvial,Rain-fed,5,34,209,2.63,1711
Karnataka,Haveri,Onion,Sandy Loam,Borewell,6,17,164,8.87,2046
Tamil Nadu,Coimbatore,Wheat,Red,Rain-fed,10,14,258,1.5,2033
Tamil Nadu,Salem,Onion,Red,Borewell,9,17,207,8.16,2368
Tamil Nadu,Madurai,Rice,Sandy,Tank,5,28,177,1.84,2061
Karnataka,Belagavi,Potato,Loamy,Borewell,1,13,211,17.89,2253
Maharashtra,Nashik,Rice,Alluvial,Canal,5,17,127,2.41,1908
Karnataka,Mysore,Tomato,Sandy Loam,Borewell,9,23,60,13.54,2474
Tamil Nadu,Madurai,Chilli,Red,River,12,38,56,1.22,14790
Karnataka,Belagavi,Potato,Laterite,Tank,2,16,164,16.0,2108
Tamil Nadu,Salem,Coconut,Loamy,Rain-fed,11,19,180,45.14,29
Karnataka,Bangalore Urban,Maize,Sandy Loam,Rain-fed,12,13,27,1.55,2239
Tamil Nadu,Coimbatore,Maize,Sandy,Tank,9,15,188,1.9,1810
Maharashtra,Nashik,Onion,Red,Borewell,5,23,267,9.06,1962
Maharashtra,Nagpur,Potato,Sandy,Tank,3,22,46,14.37,1904
Maharashtra,Pune,Onion,Red,Canal,2,13,226,7.52,1925
Tamil Nadu,Madurai,Wheat,Loamy,Borewell,6,32,236,0.96,2134
Tamil Nadu,Chennai,Tomato,Loamy,Tank,12,23,234,13.05,2570
Maharashtra,Thane,Tomato,Black,Rain-fed,7,22,271,13.04,1905
Maharashtra,Pune,Maize,Sandy,Canal,6,34,160,2.08,1777
Tamil Nadu,Salem,Chilli,Alluvial,Borewell,8,25,224,2.3,13385
Maharashtra,Pune,Coconut,Sandy Loam,Canal,10,30,99,65.6,31
Tamil Nadu,Madurai,Coconut,Loamy,Rain-fed,2,26,53,48.01,32
Tamil Nadu,Coimbatore,Coconut,Sandy,River,11,23,213,40.61,35
Tamil Nadu,Salem,Rice,Red,River,2,32,214,1.84,1917
Karnataka,Belagavi,Onion,Clay,Tank,1,20,129,8.28,2841
Karnataka,Mandya,Maize,Alluvial,Borewell,7,30,239,3.18,2349
Tamil Nadu,Salem,Wheat,Black,Rain-fed,3,22,150,1.47,2121
Maharashtra,Nashik,Onion,Sandy,Canal,9,18,47,6.54,1959
Maharashtra,Nagpur,Potato,Alluvial,River,1,18,89,18.07,1857
Maharashtra,Nashik,Onion,Red,Tank,4,14,255,6.54,2222
Maharashtra,Thane,Onion,Sandy,Tank,5,23,130,6.88,1907
Karnataka,Bangalore Urban,Rice,Loamy,Canal,9,38,221,1.8,2466
Karnataka,Dharwad,Rice,Sandy,Rain-fed,8,18,98,1.74,2427
Tamil Nadu,Salem,Potato,Red,Borewell,10,35,49,10.42,1957
Karnataka,Bangalore Urban,Potato,Black,River,6,27,274,14.21,2009
Karnataka,Bangalore Urban,Potato,Loamy,Rain-fed,6,23,49,14.04,2183
Tamil Nadu,Coimbatore,Wheat,Clay,Rain-fed,4,24,225,1.21,1988
Maharashtra,Nagpur,Tomato,Sandy Loam,Borewell,10,26,248,12.45,2993
Maharashtra,Nagpur,Wheat,Loamy,River,7,12,186,1.46,2011
Karnataka,Dharwad,Potato,Red,Rain-fed,3,20,59,14.24,2094
Tamil Nadu,Coimbatore,Chilli,Laterite,Tank,6,34,183,1.4,12566
Tamil Nadu,Salem,Tomato,Sandy Loam,Borewell,12,29,289,11.25,2613
Maharashtra,Nashik,Potato,Red,River,10,26,26,13.99,2138
Maharashtra,Nashik,Tomato,Red,Canal,11,19,35,11.85,2446
Karnataka,Mandya,Chilli,Black,Rain-fed,12,35,250,1.33,20194
Tamil Nadu,Coimbatore,Rice,Black,Borewell,10,27,39,2.92,2523
Tamil Nadu,Chennai,Rice,Alluvial,Tank,10,37,195,1.6,1972
Karnataka,Mandya,Rice,Black,Tank,6,23,218,2.64,2021
Tamil Nadu,Salem,Wheat,Red,River,1,34,202,0.65,2189
Karnataka,Belagavi,Rice,Sandy,River,5,25,246,2.14,2183
Tamil Nadu,Salem,Onion,Alluvial,Canal,6,29,195,7.5,2008
Karnataka,Belagavi,Chilli,Black,River,4,28,297,1.76,16367
Karnataka,Mandya,Tomato,Red,Borewell,3,12,152,8.23,3297
Karnataka,Mandya,Coconut,Laterite,Rain-fed,3,21,227,51.86,30
Tamil Nadu,Chennai,Coconut,Clay,Canal,3,36,288,49.27,24
Tamil Nadu,Coimbatore,Rice,Clay,Rain-fed,3,31,283,2.15,1860
Maharashtra,Thane,Tomato,Black,Tank,2,13,237,8.62,2636
Maharashtra,Pune,Tomato,Black,Borewell,12,19,85,11.32,2283
Tamil Nadu,Madurai,Tomato,Laterite,Tank,11,25,110,10.96,2843
Tamil Nadu,Coimbatore,Wheat,Alluvial,Borewell,12,19,59,1.86,2576
Karnataka,Haveri,Potato,Sandy,Rain-fed,12,21,158,13.38,2420
Tamil Nadu,Madurai,Coconut,Red,Tank,11,20,265,43.03,28
Tamil Nadu,Madurai,Onion,Clay,Tank,12,25,290,7.87,2253
Maharashtra,Pune,Wheat,Sandy,Tank,2,13,115,1.28,2226
Maharashtra,Thane,Tomato,Laterite,Borewell,3,32,117,9.48,2374
Tamil Nadu,Coimbatore,Maize,Loamy,Canal,9,28,256,3.64,1718
Maharashtra,Nagpur,Potato,Sandy,Rain-fed,5,28,33,8.12,1748
Karnataka,Mandya,Chilli,Black,Canal,1,36,185,1.47,16957
Maharashtra,Nagpur,Onion,Laterite,Tank,10,16,113,7.94,2669
Maharashtra,Nagpur,Rice,Alluvial,Tank,9,14,131,1.63,1991
Tamil Nadu,Salem,Tomato,Red,River,6,14,226,8.45,2109
Tamil Nadu,Coimbatore,Potato,Laterite,River,12,35,222,8.76,2062
Karnataka,Bangalore Urban,Coconut,Laterite,Canal,1,27,59,62.06,37
Karnataka,Bangalore Urban,Onion,Sandy,Borewell,7,32,292,5.61,2663
Tamil Nadu,Madurai,Wheat,Laterite,Rain-fed,3,28,113,0.95,2334
Tamil Nadu,Coimbatore,Potato,Sandy Loam,Tank,4,23,124,13.86,1702
Karnataka,Mysore,Onion,Red,Tank,11,15,121,6.4,2478
Tamil Nadu,Chennai,Rice,Laterite,Rain-fed,10,35,107,1.53,2307
Karnataka,Bangalore Urban,Coconut,Alluvial,River,3,22,47,48.75,39
Maharashtra,Nashik,Rice,Black,Canal,8,15,113,2.18,2168
Karnataka,Haveri,Maize,Loamy,River,10,15,272,2.77,2305
Tamil Nadu,Coimbatore,Chilli,Alluvial,Borewell,1,22,125,2.0,11455
Tamil Nadu,Chennai,Tomato,Red,River,4,17,21,8.99,2074
Tamil Nadu,Salem,Maize,Red,River,8,20,275,2.97,2057
Karnataka,Mandya,Onion,Clay,Tank,10,29,62,6.5,2696
Karnataka,Dharwad,Coconut,Laterite,Tank,10,15,273,36.09,41
Maharashtra,Thane,Potato,Red,Borewell,12,12,300,17.03,1749
Karnataka,Belagavi,Onion,Black,Tank,5,21,159,9.56,2007
Karnataka,Belagavi,Wheat,Loamy,Borewell,1,31,150,1.1,2644
Maharashtra,Pune,Rice,Loamy,Borewell,12,16,292,2.08,1936
Maharashtra,Nashik,Tomato,Sandy,Rain-fed,10,31,207,8.7,2725
Karnataka,Mandya,Coconut,Laterite,Tank,2,36,109,42.04,39
Tamil Nadu,Chennai,Onion,Loamy,Borewell,3,32,33,6.89,2333
Karnataka,Mandya,Tomato,Loamy,Canal,10,23,107,13.72,3224
Tamil Nadu,Salem,Tomato,Clay,Rain-fed,10,18,287,9.12,3031
Karnataka,Bangalore Urban,Chilli,Red,Rain-fed,1,37,26,0.88,15203
Tamil Nadu,Chennai,Rice,Sandy Loam,Borewell,12,33,295,1.92,2397
Maharashtra,Nashik,Wheat,Loamy,Borewell,2,24,163,1.34,1849
Maharashtra,Nagpur,Tomato,Alluvial,Tank,2,38,293,8.21,2148
Tamil Nadu,Chennai,Onion,Clay,River,2,26,92,7.87,1906
Maharashtra,Thane,Maize,Red,Canal,7,29,20,2.85,1778
Karnataka,Belagavi,Rice,Sandy,Canal,9,36,24,1.4,2089
Karnataka,Bangalore Urban,Tomato,Laterite,River,5,13,236,7.48,2325
Karnataka,Mandya,Tomato,Loamy,River,3,29,242,10.58,3261
Maharashtra,Nagpur,Tomato,Alluvial,River,9,21,126,11.89,2411
Maharashtra,Thane,Rice,Alluvial,Borewell,11,32,177,2.49,2308
Karnataka,Haveri,Maize,Alluvial,Canal,6,34,156,2.65,2163
Karnataka,Mandya,Wheat,Laterite,Rain-fed,2,31,211,0.85,2719
Tamil Nadu,Coimbatore,Tomato,Black,Borewell,10,23,112,13.15,2987
Maharashtra,Thane,Onion,Sandy,Canal,5,15,90,6.51,1859
Tamil Nadu,Coimbatore,Potato,Red,Canal,12,15,46,19.17,2045
Karnataka,Belagavi,Potato,Black,Canal,12,12,202,18.15,2130
Tamil Nadu,Chennai,Maize,Alluvial,Rain-fed,2,31,68,2.02,1641
Tamil Nadu,Madurai,Rice,Sandy Loam,Tank,8,32,277,1.84,2246
Tamil Nadu,Coimbatore,Tomato,Black,Canal,10,21,58,12.23,2345
Tamil Nadu,Madurai,Onion,Laterite,Tank,9,24,289,8.2,1935
Tamil Nadu,Salem,Rice,Clay,River,8,24,267,2.23,2176
Maharashtra,Thane,Wheat,Black,River,1,12,82,1.5,2145
Karnataka,Mandya,Chilli,Sandy Loam,Canal,5,19,284,1.53,14560
Tamil Nadu,Coimbatore,Rice,Sandy Loam,Borewell,8,16,50,2.08,2004
Karnataka,Mandya,Maize,Red,River,4,13,42,2.02,2235
Karnataka,Bangalore Urban,Maize,Sandy Loam,Canal,6,32,76,2.83,1849
Tamil Nadu,Salem,Maize,Clay,Canal,12,35,127,2.23,2046
Tamil Nadu,Madurai,Maize,Loamy,Canal,1,20,196,3.72,1855
Tamil Nadu,Coimbatore,Coconut,Alluvial,Tank,7,32,156,57.38,29
Maharashtra,Nashik,Rice,Red,Borewell,11,20,227,2.27,2179
Tamil Nadu,Chennai,Coconut,Alluvial,River,8,23,86,55.65,27
Karnataka,Bangalore Urban,Rice,Laterite,Canal,11,12,45,1.59,2409
Tamil Nadu,Salem,Wheat,Black,Rain-fed,4,32,128,0.81,1887
Tamil Nadu,Coimbatore,Maize,Red,Rain-fed,8,26,59,2.32,2061
Karnataka,Belagavi,Wheat,Black,Tank,5,33,61,0.87,2503
Karnataka,Mandya,Onion,Laterite,River,12,27,26,7.37,3086
Maharashtra,Nagpur,Potato,Loamy,River,7,34,300,11.27,1509
Tamil Nadu,Chennai,Coconut,Laterite,Borewell,9,38,109,43.44,30
Karnataka,Haveri,Onion,Loamy,Rain-fed,7,24,106,9.02,2663
Karnataka,Bangalore Urban,Chilli,Sandy Loam,Borewell,5,17,295,1.59,13736
Maharashtra,Pune,Wheat,Black,Tank,7,38,222,0.7,1947
Karnataka,Belagavi,Wheat,Black,Borewell,6,13,115,1.89,2219
Karnataka,Dharwad,Onion,Red,River,4,31,49,5.89,2742
Karnataka,Mysore,Wheat,Loamy,Canal,9,24,107,1.52,2384
Karnataka,Mandya,Wheat,Alluvial,Canal,12,36,284,0.78,2560
Tamil Nadu,Coimbatore,Coconut,Alluvial,River,12,15,69,40.16,27
Maharashtra,Nagpur,Maize,Loamy,River,4,30,147,2.82,1794
Tamil Nadu,Madurai,Onion,Sandy Loam,Tank,12,26,281,7.52,2260
Tamil Nadu,Coimbatore,Coconut,Sandy,Borewell,9,17,44,35.05,27
Maharashtra,Nagpur,Rice,Loamy,River,8,35,115,1.76,1993
Maharashtra,Pune,Rice,Sandy Loam,Rain-fed,9,30,58,1.51,2139
Karnataka,Bangalore Urban,Wheat,Clay,Canal,11,35,152,0.65,2413
Maharashtra,Nashik,Rice,Black,Borewell,2,14,121,1.94,1913
Karnataka,Haveri,Chilli,Black,Tank,3,14,82,1.25,17745
Tamil Nadu,Coimbatore,Coconut,Alluvial,Rain-fed,12,14,94,41.68,32
Karnataka,Haveri,Maize,Laterite,Tank,9,19,176,2.48,2004
Maharashtra,Nagpur,Maize,Clay,Borewell,4,31,295,2.86,2010
Tamil Nadu,Madurai,Coconut,Red,Borewell,11,31,290,57.74,35
Karnataka,Belagavi,Coconut,Black,River,4,13,39,34.42,38
Tamil Nadu,Chennai,Rice,Red,Borewell,7,13,182,1.68,1955
Karnataka,Mysore,Wheat,Red,Tank,6,31,39,0.91,2192
Karnataka,Belagavi,Onion,Clay,Tank,8,12,201,6.18,2545
Karnataka,Dharwad,Coconut,Red,River,4,12,198,31.65,32
Tamil Nadu,Salem,Tomato,Loamy,Rain-fed,3,25,220,12.21,2586
Karnataka,Belagavi,Wheat,Red,Canal,12,34,65,0.76,3240
Karnataka,Bangalore Urban,Coconut,Loamy,Rain-fed,9,35,62,44.14,39
Karnataka,Mysore,Potato,Alluvial,Rain-fed,7,27,206,13.82,1776
Tamil Nadu,Coimbatore,Onion,Laterite,Tank,9,28,167,6.43,1890
Karnataka,Mandya,Tomato,Black,Tank,8,13,148,8.91,2493
Tamil Nadu,Salem,Onion,Clay,River,3,32,77,5.54,2213
